handle,text,truncated,cleaned_text,subjectivity,polarity,sentiment_analysis
HillaryClinton,"They may be too young to vote, but these supporters are making their voices heard. https://t.co/LHYz7Jknhg",False,may young vote supporters making voices heard,0.4,0.1,positive
HillaryClinton,"Happy Father's Day, @BillClinton! https://t.co/3C2RFFuIAr",False,happy father day billclinton,1.0,0.8,positive
realDonaldTrump,"""@bfraser747: Watch out HillaryClinton 👿 Support @realDonaldTrump 🇺🇸 🇺🇸 #MakeAmericaGreatAgain 🇺🇸 https://t.co/UTYOLo7wGF""",False,bfraser watch hillaryclinton support realdonaldtrump makeamericagreatagain,0.0,0.0,neutral
realDonaldTrump,"Yesterday's failing @NYTimes fraudulently shows an empty room prior to my speech, when in fact, it was packed! https://t.co/iFuf8MdTEH",False,yesterday failing nytimes fraudulently shows empty room prior speech fact packed,0.25,-0.05,negative
realDonaldTrump,How can the NY Times show an empty room hours before my speech even started when they knew it was going to be packed? So totally dishonest!,False,times show empty room hours speech even started knew going packed totally dishonest,0.5,-0.2,negative
realDonaldTrump,"Donald Trump's Speech Is a Game Changer. #Trump2016
https://t.co/VXjtSivvuU https://t.co/dIK3IyrYGC",False,donald trump speech game changer trump,0.4,-0.4,negative
realDonaldTrump,See you soon Arizona! #Trump2016 https://t.co/W4z2eW5ay4,False,see soon arizona trump,0.0,0.0,neutral
realDonaldTrump,"I love you Arizona! Thank you!
#Trump2016 #AmericaFirst https://t.co/QuTsSmeVdO",False,love arizona thank trump americafirst,0.6,0.5,positive
HillaryClinton,.@Pontifex is right: Climate change hurts the vulnerable most of all. Let's care for our common home. https://t.co/aNn1TB04s9.  #LaudatoSi,False,pontifex right climate change hurts vulnerable let care common home laudatosi,0.5119047619047619,-0.1714285714285714,negative
HillaryClinton,"""We've got a candidate in Hillary Clinton who is a fighter. We got one tough cookie."" —@SenWarren
https://t.co/vU6PbTlsY4",False,got candidate hillary clinton fighter got one tough cookie senwarren,0.8333333333333334,-0.3888888888888889,negative
HillaryClinton,Donald Trump launched his campaign one year ago this week. And what a year it’s been. https://t.co/ag02ZD9QOP,False,donald trump launched campaign one year ago week year,0.0,0.0,neutral
HillaryClinton,"I've witnessed a lot of special moments as @HillaryClinton's photographer, but June 7 was something special. https://t.co/ErQG2P6zid",False,witnessed lot special moments hillaryclinton photographer june something special,0.5714285714285714,0.35714285714285715,positive
realDonaldTrump,"MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!
#Trump2016 #AmericaFirst https://t.co/vN4K8FvQNT",False,make america great make america safe trump americafirst,0.625,0.65,positive
realDonaldTrump,"Thank you Las Vegas, Nevada!
#Trump2016 #AmericaFirst 
https://t.co/vhGwmhGCVR https://t.co/m1EIra7YMU",False,thank las vegas nevada trump americafirst,0.0,0.0,neutral
realDonaldTrump,"In Las Vegas, getting ready to speak!",False,las vegas getting ready speak,0.5,0.2,positive
HillaryClinton,"“I’m supporting Hillary Clinton because she’s a fighter, a fighter with guts.” —@SenWarren to the @BostonGlobe https://t.co/6MANlMY3oV",False,supporting hillary clinton fighter fighter guts senwarren bostonglobe,0.25,0.25,positive
realDonaldTrump,"Join me in Phoenix, Arizona today at 4pm! #Trump2016 #AmericaFirst https://t.co/PVB6QX7VpK https://t.co/hSaIurAfvD",False,join phoenix arizona today trump americafirst,0.0,0.0,neutral
HillaryClinton,"Marc and I are overwhelmed with gratitude and love as we celebrate the birth of our son, Aidan Clinton Mezvinsky.",False,marc overwhelmed gratitude love celebrate birth son aidan clinton mezvinsky,0.6,0.5,positive
HillaryClinton,"If your business or organization is hiring and needs someone to get the job done, hire a veteran.
https://t.co/sKlNiCFtMM",False,business organization hiring needs someone get job done hire veteran,0.0,0.0,neutral
HillaryClinton,"On June 18, 1983, Sally Ride became the first American woman and first LGBT astronaut to go to space. https://t.co/tT08U2WiiW",False,june sally ride became first american woman first lgbt astronaut space,0.2222222222222222,0.16666666666666666,positive
realDonaldTrump,"Thank you Houston, Texas! 
#AmericaFirst #Trump2016 
https://t.co/593p8uRPhq",False,thank houston texas americafirst trump,0.0,0.0,neutral
HillaryClinton,"Gun violence and hate aren't isolated—homophobia in Orlando, racism in Charleston. We need to fight them together. https://t.co/HcBJzknBz7",False,gun violence hate isolated homophobia orlando racism charleston need fight together,0.9,-0.8,negative
realDonaldTrump,Thank you! #AmericaFirst  https://t.co/TZf8uwQO4L,False,thank americafirst,0.0,0.0,neutral
realDonaldTrump,The convention in Cleveland will be amazing!  https://t.co/NlF2Gcr915,False,convention cleveland amazing,0.9,0.6000000000000001,positive
realDonaldTrump,Thank you- on my way!  https://t.co/uTCXPbWpve,False,thank way,0.0,0.0,neutral
realDonaldTrump,Thank you @DallasPD!  https://t.co/ORJyN4FsNI,False,thank dallaspd,0.0,0.0,neutral
realDonaldTrump,"Join me in Phoenix, Arizona tomorrow at 4pm! #Trump2016 #AmericaFirst
https://t.co/PVB6QX7VpK https://t.co/B51r30Mazd",False,join phoenix arizona tomorrow trump americafirst,0.0,0.0,neutral
HillaryClinton,"In the spirit of the #Charleston9, let’s bridge our divides, fight for change, and remember that love never fails. https://t.co/VL9HAhzoTY",False,spirit charleston let bridge divides fight change remember love never fails,0.44999999999999996,0.375,positive
HillaryClinton,"We can't stop fighting until every LGBT American can live life freely, openly, and without fear. https://t.co/9XaF4l4n21",False,stop fighting every lgbt american live life freely openly without fear,0.3333333333333333,0.04545454545454545,positive
HillaryClinton,One year ago we lost 9 lives in Charleston. 49 in Orlando on Sunday. 26 in Newtown. Too many others. This has to stop. We need to change. -H,False,one year ago lost lives charleston orlando sunday newtown many others stop need change,0.5,0.5,positive
HillaryClinton,"You don't have to be LGBT to stand with the LGBT community. We all have a stake in equality. Thank you, Michael. https://t.co/EfEMVugWCp",False,lgbt stand lgbt community stake equality thank michael,0.0,0.0,neutral
realDonaldTrump,THANK YOU! #AmericaFirst https://t.co/qp07UfnnjM,False,thank americafirst,0.0,0.0,neutral
HillaryClinton,"Donald Trump says he's ""the real friend"" of the LGBT community.

Yeah, no.
https://t.co/TWwZKC5ARS",False,donald trump says real friend lgbt community yeah,0.30000000000000004,0.2,positive
realDonaldTrump,"Honored to pray for my friend, @realDonaldTrump, at tonight's Dallas rally. #TrumpDallas c: @DanScavino https://t.co/BcgWuszPnu",False,honored pray friend realdonaldtrump tonight dallas rally trumpdallas danscavino,0.0,0.0,neutral
HillaryClinton,"Trump has made a big show of supposedly supporting veterans. In reality, he's done the exact opposite. https://t.co/LipYR4dYxI",False,trump made big show supposedly supporting veterans reality done exact opposite,0.15,0.125,positive
HillaryClinton,Helpful. https://t.co/zB9dY1Of3P,False,helpful,0.0,0.0,neutral
realDonaldTrump,MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!,False,make america great make america safe,0.625,0.65,positive
realDonaldTrump,People very unhappy with Crooked Hillary and Obama on JOBS and SAFETY! Biggest trade deficit in many years! More attacks will follow Orlando,False,people unhappy crooked hillary obama jobs safety biggest trade deficit many years attacks follow orlando,0.5,-0.033333333333333326,negative
realDonaldTrump,"Amazing crowd last night in Dallas - more spirit and passion than ever before. Today, all over the great State of Texas!",False,amazing crowd last night dallas spirit passion ever today great state texas,0.5722222222222223,0.46666666666666673,positive
realDonaldTrump,"""@VoteTrumpMAGA: The media attack on @realDonaldTrump is relentless. They are desperate. But, they keep #Trump in the news - a good thing.",False,votetrumpmaga media attack realdonaldtrump relentless desperate keep trump news good thing,0.8,0.04999999999999999,positive
HillaryClinton,Hard to believe it's only been a year since Trump announced his candidacy for president. https://t.co/fYf3Kep3Qe,False,hard believe year since trump announced candidacy president,0.5416666666666666,-0.2916666666666667,negative
realDonaldTrump,"Thank you Dallas, Texas! 
https://t.co/ui9tSfMcS8 https://t.co/2iYArmM7oN",False,thank dallas texas,0.0,0.0,neutral
HillaryClinton,Hi. https://t.co/11Fyyf5IQm,False,,0.0,0.0,neutral
HillaryClinton,"""It's in the quiet moments you see why she does this."" Our latest ad:
https://t.co/4b5ix7RJg7",False,quiet moments see latest,0.6166666666666667,0.25,positive
HillaryClinton,"6 babies born w/birth defects from Zika &amp; hundreds more pregnant women w/Zika in US, Congress STILL failing to act. https://t.co/970HCPoVLx",False,babies born birth defects zika amp hundreds pregnant women zika congress still failing act,0.5,0.3333333333333333,positive
HillaryClinton,"""It is cruel and terrible that her life was cut short by a violent act of political intolerance"" —Hillary on Jo Cox: https://t.co/FUShBg11it",False,cruel terrible life cut short violent act political intolerance hillary cox,0.6799999999999999,-0.5599999999999999,negative
HillaryClinton,"Thank you, @SpencerJCox. Despite our differences, if we stand together, hate can never defeat us. https://t.co/3o9wyU1Ref",False,thank spencerjcox despite differences stand together hate never defeat,0.9,-0.8,negative
HillaryClinton,.@oprah Thank you. It’s an honor to have the support of someone who's shattered so many glass ceilings. https://t.co/U34EtHoYQD,False,oprah thank honor support someone shattered many glass ceilings,0.5,0.5,positive
HillaryClinton,"Thanks Chris, for showing what leadership looks like. I hope GOP senators take note. Looking forward to the vote. -H https://t.co/ookEqS1HMd",False,thanks chris showing leadership looks like hope gop senators take note looking forward vote,0.2,0.2,positive
realDonaldTrump,"Houston, TX:
https://t.co/nvHRnfi2N7

Las Vegas, NV
https://t.co/ksU8AGrFBS

Phoenix, AZ:
https://t.co/PVB6QX7VpK https://t.co/2ToWwthEeF",False,houston las vegas phoenix,0.0,0.0,neutral
HillaryClinton,"Hillary helped get health care for 8 million kids. One of the first ads of the general election:
https://t.co/bkKDfo2gsA",False,hillary helped get health care million kids one first ads general election,0.41666666666666663,0.15000000000000002,positive
realDonaldTrump,"Join me in Houston, Texas tomorrow night at 7pm! Tickets: https://t.co/nvHRnfzEbH https://t.co/Yd3f8xLpPl",False,join houston texas tomorrow night tickets,0.0,0.0,neutral
realDonaldTrump,Flying to Dallas now with @realDonaldTrump...Reports of discord are pure fiction. Great events lined up all over Texas.  Rs will win in Nov!,False,flying dallas realdonaldtrump reports discord pure fiction great events lined texas win nov,0.5499999999999999,0.6047619047619047,positive
HillaryClinton,"“Hillary Clinton has proven herself as a champion of the labor movement."" https://t.co/STSP2CRgbp",False,hillary clinton proven champion labor movement,0.0,0.0,neutral
realDonaldTrump,"""Donald Trumps Speech Is a Game Changer."" https://t.co/VXjtSivvuU https://t.co/J777QHdYa3",False,donald trumps speech game changer,0.4,-0.4,negative
realDonaldTrump,The trade deficit rose to a 7yr high thanks to horrible trade policies Clinton supports. I will fix it fast- JOBS! https://t.co/jaGeN4u50U,False,trade deficit rose high thanks horrible trade policies clinton supports fix fast jobs,0.6579999999999999,0.031999999999999994,positive
realDonaldTrump,"McAllen, Texas- 8 miles from 
U.S. - Mexico border. #Trump2016 
Video: https://t.co/pQ4nSTnVrK https://t.co/dKBTP1QjH3",False,mcallen texas miles mexico border trump video,0.0,0.0,neutral
HillaryClinton,"Working people have spoken, and we proudly endorse @HillaryClinton https://t.co/V1gtQO9G6B #ShesWithUs",False,working people spoken proudly endorse hillaryclinton sheswithus,1.0,0.8,positive
HillaryClinton,"One year ago today, @realDonaldTrump announced his campaign for president.

And what a year it's been.
https://t.co/fYf3Ke7srE",False,one year ago today realdonaldtrump announced campaign president year,0.0,0.0,neutral
HillaryClinton,"It's absurd that people with suspected terrorist links can buy a gun in America, no questions asked. https://t.co/y0yVjO1k1K",False,absurd people suspected terrorist links buy gun america questions asked,1.0,-0.5,negative
HillaryClinton,Proud to have @POTUS on this team. https://t.co/AHX7oyyVgg,False,proud potus team,1.0,0.8,positive
HillaryClinton,"Belgium: Donald Trump's favorite ""city.""
https://t.co/9ASLMhAbiF",False,belgium donald trump favorite city,1.0,0.5,positive
realDonaldTrump,"""@realericjallen: @realDonaldTrump is a Common Sense Conservative! President Trump=Competence, Safety, Unity, &amp; US JOBS, JOBS, JOB.",False,realericjallen realdonaldtrump common sense conservative president trump competence safety unity amp jobs jobs job,0.5,-0.3,negative
HillaryClinton,"Thank you, @SenWarren. Proud to be in this fight with you. https://t.co/2bbZ70Pidx",False,thank senwarren proud fight,1.0,0.8,positive
HillaryClinton,Let us never forget the victims and their families. They deserve action. #OrlandoUnited #Enough #Filibuster https://t.co/2NaZXdb0k9,False,let never forget victims families deserve action orlandounited enough filibuster,0.3,0.05,positive
HillaryClinton,"Trump dijo que el terrorista nació “un afgano” y prohibirá la entrada de musulmanes—pero el terrorista nació en Queens, NY igual que Trump.",False,trump dijo que terrorista nació afgano prohibirá entrada musulmanes pero terrorista nació queens igual que trump,0.0,0.0,neutral
realDonaldTrump,"Trump's speech today was Churchillian, only better.  You can tell by the spluttering hysteria on TV about @realDonaldTrump.",False,trump speech today churchillian better tell spluttering hysteria realdonaldtrump,0.5,0.5,positive
realDonaldTrump,I will be interviewed on @greta at 7:00 P.M.  @FoxNews,False,interviewed greta foxnews,0.0,0.0,neutral
HillaryClinton,"An ""assault on our values""
A ""new low""
""Plays into ISIS's hands""

Newspapers react to Trump's Orlando speech: https://t.co/EiUCbx9z3r",False,assault values new low plays isis hands newspapers react trump orlando speech,0.37727272727272726,0.06818181818181818,positive
realDonaldTrump,"Finally an accurate story from the Washington Post!
https://t.co/0nNKEBSd73",False,finally accurate story washington post,0.6333333333333334,0.4000000000000001,positive
HillaryClinton,Miles de familias están juntas gracias a las acciones de @potus sobre DACA. Protejamos DACA/DAPA y aprobemos una reforma migratoria.,False,miles familias están juntas gracias las acciones potus sobre daca protejamos daca dapa aprobemos una reforma migratoria,0.0,0.0,neutral
realDonaldTrump,"Join me in Dallas, Texas on Thursday!
#AmericaFirst #Trump2016 
https://t.co/fX0kXZUNqz https://t.co/c7sCbHDAQh",False,join dallas texas thursday americafirst trump,0.0,0.0,neutral
realDonaldTrump,"Thank you Atlanta, Georgia! Will be back soon! #AmericaFirst https://t.co/cVJvfcoGOt",False,thank atlanta georgia back soon americafirst,0.0,0.0,neutral
HillaryClinton,Thousands of families are together thanks to @POTUS's action on DACA 4 years ago. We need to protect DACA/DAPA and pass immigration reform.,False,thousands families together thanks potus action daca years ago need protect daca dapa pass immigration reform,0.15000000000000002,0.15000000000000002,positive
HillaryClinton,Some fights are too important to stay silent. Preventing gun violence is one of them. Stand strong @ChrisMurphyCT. https://t.co/LEl7iSLCgF,False,fights important stay silent preventing gun violence one stand strong chrismurphyct,0.6111111111111112,0.27777777777777773,positive
HillaryClinton,"Your @GOP presidential nominee responding to a terrorist attack with lies and conspiracy theories.
https://t.co/TZJmXefmx4",False,gop presidential nominee responding terrorist attack lies conspiracy theories,0.0,0.0,neutral
HillaryClinton,Donald Trump isn’t running a campaign against political correctness. He’s just running a campaign that is against being correct.,False,donald trump running campaign political correctness running campaign correct,0.1,0.0,neutral
HillaryClinton,Donald Trump is an expert at distracting people from the fact that he has nothing substantive to say for himself. https://t.co/1ZHvalDS3R,False,donald trump expert distracting people fact nothing substantive say,0.0,0.0,neutral
realDonaldTrump,"I will be meeting with the NRA, who has endorsed me, about not allowing people on the terrorist watch list, or the no fly list, to buy guns.",False,meeting nra endorsed allowing people terrorist watch list fly list buy guns,0.9,0.8,positive
realDonaldTrump,The press is so totally biased that we have no choice but to take our tough but fair and smart message directly to the people!,False,press totally biased choice take tough fair smart message directly people,0.7052380952380952,0.12507936507936507,positive
realDonaldTrump,"An: Media fell all over themselves criticizing what DonaldTrump ""may have insinuated about @POTUS."" But he's right: https://t.co/bIIdYtvZYw",False,media fell criticizing donaldtrump may insinuated potus right,0.5357142857142857,0.2857142857142857,positive
HillaryClinton,"America has always been a country of ""we,"" not ""me."" And we've always been stronger together. https://t.co/hInlN74PFR",False,america always country always stronger together,0.0,0.0,neutral
realDonaldTrump,"Thank you Greensboro, North Carolina! Will be back soon! #AmericaFirst https://t.co/R29WMGNLGG",False,thank greensboro north carolina back soon americafirst,0.0,0.0,neutral
HillaryClinton,"A presidential candidate just accused me and thousands of other troops of embezzlement while in a combat zone. 

https://t.co/Seiu5P0KcB",False,presidential candidate accused thousands troops embezzlement combat zone,0.0,0.0,neutral
HillaryClinton,"Donald Trump just gave us his ""plan"" for defeating terrorism—conspiracy theories and self-congratulations. https://t.co/5tgNsWkoQh",False,donald trump gave plan defeating terrorism conspiracy theories self congratulations,0.0,0.0,neutral
HillaryClinton,Pensando en mis hermanos y hermanas. My heart is broken. In solidarity with these families. #OrlandoUnited https://t.co/lrKHGMcYDS,False,pensando mis hermanos hermanas heart broken solidarity families orlandounited,0.4,-0.4,negative
HillaryClinton,A lot of people are saying Donald Trump is a conspiracy theorist... https://t.co/NFjHuq1ypI,False,lot people saying donald trump conspiracy theorist,0.0,0.0,neutral
HillaryClinton,"We just won Washington, D.C.! Grateful to everyone who voted. https://t.co/ImPsK42yGd",False,washington grateful everyone voted,0.0,0.0,neutral
HillaryClinton,"When @BillClinton took office, @GeorgeHWBush left him a note that represents the best of our values.
https://t.co/N6dpHeF5cV",False,billclinton took office georgehwbush left note represents best values,0.15,0.5,positive
HillaryClinton,"For 241 years, brave @USArmy soldiers have answered the call to serve and protect our nation. Thank you. #ArmyBDay https://t.co/GTfNXtGwi5",False,years brave usarmy soldiers answered call serve protect nation thank armybday,1.0,0.8,positive
HillaryClinton,".@realdonaldtrump: Attacking Muslim Americans is wrong, and it makes it harder for us to defeat terrorism. https://t.co/6aqz2PLKL2",False,realdonaldtrump attacking muslim americans wrong makes harder defeat terrorism,0.45,-0.3,negative
HillaryClinton,"An attack on LGBT Americans is an attack on all Americans.
https://t.co/q4Z3kWOcPR",False,attack lgbt americans attack americans,0.0,0.0,neutral
realDonaldTrump,"TONIGHT! NORTH CAROLINA:
https://t.co/UolRS3aT6W

WEDNESDAY! GEORGIA:
https://t.co/1JJ2Kn0ani

SATURDAY! NEVADA:
https://t.co/x3w1PHtLXP",False,tonight north carolina wednesday georgia saturday nevada,0.0,0.0,neutral
HillaryClinton,"RT if you're voting for Hillary today, Washington, D.C. Find your polling location here: https://t.co/m8s00nJqNP https://t.co/SlrT9HMDAu",False,voting hillary today washington find polling location,0.0,0.0,neutral
realDonaldTrump,HAPPY 241st BIRTHDAY to the @USArmy! THANK YOU! https://t.co/mXsxkfcstC,False,happy birthday usarmy thank,1.0,0.8,positive
realDonaldTrump,HAPPY 241st BIRTHDAY to the @USArmy! THANK YOU! https://t.co/mXsxkfcstC,False,happy birthday usarmy thank,1.0,0.8,positive
HillaryClinton,"Today's #NetNeutrality decision is a big win for consumers, innovation, and freedom of expression on the internet: https://t.co/FcXI66zHDF",False,today netneutrality decision big win consumers innovation freedom expression internet,0.25,0.4,positive
realDonaldTrump,Thank you to the LGBT community! I will fight for you while Hillary brings in more people that will threaten your freedoms and beliefs.,False,thank lgbt community fight hillary brings people threaten freedoms beliefs,0.0,0.0,neutral
HillaryClinton,"This is one nation under God, indivisible, with liberty and justice for all. Not just for those who look or love or worship one way—for all.",False,one nation god indivisible liberty justice look love worship one way,0.6,0.5,positive
HillaryClinton,"We need to work together to keep our country and our citizens safe.

None of this will be helped by anything Trump has to offer.",False,need work together keep country citizens safe none helped anything trump offer,0.5,0.5,positive
HillaryClinton,"People can’t board planes with full shampoo bottles—but people being watched by the FBI for terrorism can buy a gun, no questions asked?",False,people board planes full shampoo bottles people watched fbi terrorism buy gun questions asked,0.55,0.35,positive
HillaryClinton,"We need a Commander-in-Chief who can grapple with our challenges in all their complexity, with real plans that actually address them.",False,need commander chief grapple challenges complexity real plans actually address,0.2,0.1,positive
HillaryClinton,Trump's statements are lies—but he tells them because he has to distract from the fact that he has nothing substantive to say for himself.,False,trump statements lies tells distract fact nothing substantive say,0.0,0.0,neutral
HillaryClinton,"""He said I’ll abolish the 2nd Amendment. Wrong. He said I’ll let a flood of refugees into our country without any screening. Also wrong.""",False,said abolish amendment wrong said let flood refugees country without screening also wrong,0.9,-0.5,negative
HillaryClinton,"Trump's Muslim ban is wrong, dangerous, and in this instance, nonsensical. The terrorist in Orlando was born in Queens—just like Donald.",False,trump muslim ban wrong dangerous instance nonsensical terrorist orlando born queens like donald,0.9,-0.55,negative
HillaryClinton,"""If Donald suggests I won’t call this threat what it is, he hasn’t been listening. 

But I will not declare war on an entire religion.""",False,donald suggests call threat listening declare war entire religion,0.625,0.0,neutral
HillaryClinton,"""It matters what we do, not just what we say. It didn’t matter what we called bin Laden—it mattered that we got bin Laden."" —Hillary",False,matters say matter called bin laden mattered got bin laden hillary,0.0,0.0,neutral
HillaryClinton,"Americans don’t need conspiracy theories and pathological self-congratulations. We need leadership, common sense, and concrete plans.",False,americans need conspiracy theories pathological self congratulations need leadership common sense concrete plans,0.4,-0.07499999999999998,negative
HillaryClinton,"Trump's rhetoric is shameful.

It was one thing when he was a reality TV personality. It’s another when he’s running for president.",False,trump rhetoric shameful one thing reality personality another running president,0.0,0.0,neutral
HillaryClinton,"People of different faiths, backgrounds, sexual orientations, and gender identities are coming together to say: we won’t let hate defeat us.",False,people different faiths backgrounds sexual orientations gender identities coming together say let hate defeat,0.7777777777777778,-0.10000000000000002,negative
HillaryClinton,"""I believe that despite those differences of opinion, we’re all on the same team...There’s more that unites us than divides us."" —Hillary",False,believe despite differences opinion team unites divides hillary,0.0,0.0,neutral
HillaryClinton,"""I believe we Americans are capable of protecting Second Amendment rights while making sure guns don’t fall into the wrong hands."" —Hillary",False,believe americans capable protecting second amendment rights making sure guns fall wrong hands hillary,0.5472222222222222,0.04999999999999999,positive
HillaryClinton,"Yesterday, Trump spoke about the terrorist attack in Orlando.

Watch live as Hillary responds: https://t.co/cINtBfPQUF",False,yesterday trump spoke terrorist attack orlando watch live hillary responds,0.5,0.13636363636363635,positive
HillaryClinton,"LGBTQ people are Muslims, Jewish, black, Latino, women, immigrants. @realDonaldTrump's divisive rhetoric is wrong. Today especially so.",False,lgbtq people muslims jewish black latino women immigrants realdonaldtrump divisive rhetoric wrong today especially,0.5833333333333334,-0.16666666666666666,negative
HillaryClinton,Gun violence prevention laws might not stop every shooting or terrorist attack—but they will save lives. https://t.co/raNqMJ4ez8,False,gun violence prevention laws might stop every shooting terrorist attack save lives,0.0,0.0,neutral
HillaryClinton,"“Un ataque a cualquier estadounidense, es un ataque a todos los estadounidenses” —Hillary tras tragedia en Orlando. https://t.co/EtTPn8stAe",False,ataque cualquier estadounidense ataque todos los estadounidenses hillary tras tragedia orlando,0.0,0.0,neutral
realDonaldTrump,AMERICA FIRST!,False,america first,0.3333333333333333,0.25,positive
realDonaldTrump,"American must now get very tough, very smart and very vigilant. We cannot admit people into our country without extraordinary screening.",False,american must get tough smart vigilant cannot admit people country without extraordinary screening,0.6190476190476191,0.03968253968253967,positive
HillaryClinton,"If you’re too dangerous to get on a plane, you're too dangerous to buy a gun in America. https://t.co/jTFExp1BXF",False,dangerous get plane dangerous buy gun america,0.9,-0.6,negative
HillaryClinton,"""I have no doubt we can meet this challenge — if we meet it together.""

Hillary's address on the Orlando attack: https://t.co/SEC6FfBQ47",False,doubt meet challenge meet together hillary address orlando attack,0.0,0.0,neutral
HillaryClinton,"""A nightmare that’s become mind-numbingly familiar."" 

Hillary on the deadliest shooting in U.S. history: https://t.co/FSeV5aIDcU",False,nightmare become mind numbingly familiar hillary deadliest shooting history,0.5,0.375,positive
realDonaldTrump,"Join me in Atlanta on Wednesday- at noon! #Trump2016
Tickets: https://t.co/1JJ2Kn0ani https://t.co/cyARlHSEFU",False,join atlanta wednesday noon trump tickets,0.0,0.0,neutral
HillaryClinton,"Weapons of war like those used in Orlando and San Bernardino have no place on our streets.
https://t.co/jTFExpjcPd",False,weapons war like used orlando san bernardino place streets,0.0,0.0,neutral
HillaryClinton,"Tenemos que unirnos, sentir orgullo juntos. No hay mejor respuesta para los terroristas y a todos aquellos que odian https://t.co/wQVmDQ321o",False,tenemos que unirnos sentir orgullo juntos hay mejor respuesta para los terroristas todos aquellos que odian,0.0,0.0,neutral
realDonaldTrump,Crooked Hillary says we must call on Saudi Arabia and other countries to stop funding hate. I am calling on- cont'd: https://t.co/T1fVcu3mEC,False,crooked hillary says must call saudi arabia countries stop funding hate calling cont,0.5,-0.4,negative
realDonaldTrump,Saudi Arabia and many of the countries that gave vast amounts of money to the Clinton Foundation- cont'd: https://t.co/t31ReRSzzy,False,saudi arabia many countries gave vast amounts money clinton foundation cont,0.75,0.25,positive
realDonaldTrump,"I thought people weren’t celebrating? They were cheering all over, even this savage from Orlando. I was right. https://t.co/DrVa65X9rI",False,thought people celebrating cheering even savage orlando right,0.5357142857142857,0.2857142857142857,positive
realDonaldTrump,"In my speech on protecting America I spoke about a temporary ban, which includes suspending immigration from nations tied to Islamic terror.",False,speech protecting america spoke temporary ban includes suspending immigration nations tied islamic terror,0.0,0.0,neutral
realDonaldTrump,"Based on the incredibly inaccurate coverage and reporting of the record setting Trump campaign, we are hereby:  https://t.co/THKJwjNkaz",False,based incredibly inaccurate coverage reporting record setting trump campaign hereby,0.9,0.9,positive
realDonaldTrump,"I am no fan of President Obama, but to show you how dishonest the phony Washington Post is: https://t.co/cITm8BPixD",False,fan president obama show dishonest phony washington post,0.5,-0.3,negative
HillaryClinton,Our diversity isn’t a liability in the fight against terrorism. It’s an asset. It makes us stronger. https://t.co/0cTpmfvA3c,False,diversity liability fight terrorism asset makes stronger,0.0,0.0,neutral
realDonaldTrump,Anyone who plans to talk about Trump ever again has to see this speech.  Your opinion is irrelevant unless you listened to him today.,False,anyone plans talk trump ever see speech opinion irrelevant unless listened today,1.0,-0.5,negative
realDonaldTrump,"TERRORISM, IMMIGRATION, AND NATIONAL SECURITY SPEECH- TRANSCRIPT: https://t.co/WD1LGFKx3M https://t.co/T7yHSdCeU8",False,terrorism immigration national security speech transcript,0.0,0.0,neutral
HillaryClinton,We have to stand together and be proud together. There is no better rebuke to the terrorists and all those who hate. https://t.co/jnFMG6J5Ac,False,stand together proud together better rebuke terrorists hate,0.7999999999999999,0.16666666666666666,positive
realDonaldTrump,"Congratulations to the 2016 #StanleyCup Champions, Pittsburgh @Penguins!",False,congratulations stanleycup champions pittsburgh penguins,0.0,0.0,neutral
HillaryClinton,"Our open, diverse society is an asset in the struggle against terrorism, not a liability. It makes us stronger.",False,open diverse society asset struggle terrorism liability makes stronger,0.5,0.0,neutral
HillaryClinton,"We’ve seen too many examples of the struggle to live freely, openly, and without fear being marked by violence. We have to stand together.",False,seen many examples struggle live freely openly without fear marked violence stand together,0.525,0.18409090909090908,positive
HillaryClinton,"""To all the LGBT people grieving today: you have millions of allies who will always have your back. I am one of them."" —Hillary",False,lgbt people grieving today millions allies always back one hillary,0.0,0.0,neutral
HillaryClinton,"The terrorist in Orlando targeted LGBT Americans out of hatred and bigotry. 

An attack on any American is an attack on all Americans.",False,terrorist orlando targeted lgbt americans hatred bigotry attack american attack americans,0.0,0.0,neutral
HillaryClinton,"Inflammatory anti-Muslim rhetoric hurts the vast majority of Muslims who love freedom and hate terror. It’s wrong, and it's dangerous.",False,inflammatory anti muslim rhetoric hurts vast majority muslims love freedom hate terror wrong dangerous,0.86,-0.27999999999999997,negative
HillaryClinton,"Background checks and an assault weapons ban might not stop every attack—but they'll stop some, and save lives. We need to fight for them.",False,background checks assault weapons ban might stop every attack stop save lives need fight,0.0,0.0,neutral
HillaryClinton,"In Orlando and San Bernardino, terrorists used assault weapons like the AR-15 to kill Americans. We should make it harder for them to do so.",False,orlando san bernardino terrorists used assault weapons like kill americans make harder,0.0,-0.1,negative
HillaryClinton,"If the FBI is watching you for suspected terrorist links, you shouldn’t be able to just go buy a gun with no questions asked.",False,fbi watching suspected terrorist links able buy gun questions asked,0.625,0.5,positive
HillaryClinton,We need to stop terrorists from getting the weapons they need to carry out attacks. https://t.co/Q6r7VVj9ds,False,need stop terrorists getting weapons need carry attacks,0.0,0.0,neutral
